"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","资产规模","总发行量","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅"
"72","UCO","ProShares 两倍做多彭博原油ETF","158.510","+3.680","2.38%","-0.09%","57.58%","82.66%","0.000","0.000","0","0","361246","56360971","152.770","154.830","159.800","151.755","4.20","0.19","5.20","0.50","0.00%","152.380","159.000","-1.58%","0.31%","387206.7","238644.5","2.47","1.45","-2.450","+0.490","13.03亿","8600000","1.28%","-7.56%","-0.64%","62.44%","165.69%"
"73","TBT","Proshares两倍做空20+年期国债","22.810","+0.520","2.33%","-0.13%","26.30%","35.05%","0.000","0.000","0","0","9853488","224863059","22.630","22.290","23.066","22.520","15.32","-0.33","2.45","0.99","0.00%","22.640","22.720","1.57%","-0.39%","817131.755","981983.707","2.02","0.53","+0.350","-0.090","14.09亿","64300000","11.70%","5.36%","15.14%","27.36%","9.03%"
"74","RING","iShares安硕MSCI全球黄金矿业股ETF","32.070","+0.730","2.33%","0.09%","20.11%","18.91%","0.000","0.000","0","0","145733","4657319","31.470","31.340","32.180","31.470","0.77","0.09","2.27","0.74","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.85亿","19000000","0.19%","2.66%","3.69%","21.46%","14.73%"
"75","FAS","Direxion每日三倍做多罗素金融股指ETF","111.420","+2.530","2.32%","0.05%","-27.07%","-14.77%","0.000","0.000","0","0","1494511","166657725","109.772","108.890","113.210","109.000","5.88","-0.10","3.87","0.93","0.00%","109.780","111.800","0.82%","0.34%","811596.378","1983712.245","1.30","1.09","+0.890","+0.380","27.88亿","25400000","-4.42%","-12.43%","11.13%","-17.46%","12.07%"
"76","URNM","NORTHSHORE GLOBAL URANIUM MINING ETF","90.820","+2.030","2.29%","-0.15%","18.70%","26.10%","0.000","0.000","0","0","503955","45611623","90.810","88.790","91.570","88.790","4.10","-0.03","3.13","0.73","0.00%","90.980","91.000","2.47%","0.20%","202413.748","6279.03","2.20","0.39","+2.190","+0.180","10.13亿","12300000","10.61%","8.33%","8.26%","0.12%","73.46%"
"77","XOP","标普油气开采指数ETF-SPDR","139.890","+3.110","2.27%","-0.17%","27.91%","46.48%","0.000","0.000","0","0","4570887","638150227","137.360","136.780","140.890","137.210","11.43","-0.14","2.69","0.82","0.00%","137.500","139.890","0.53%","0.00%","277231.03","1970084.33","0.69","0.25","+0.720","0.000","54.16亿","40000000","1.02%","0.93%","11.17%","33.48%","77.75%"
"78","SGG","iPath彭博糖分类指数总回报ETN","62.495","+1.388","2.27%","-0.01%","13.52%","10.66%","0.000","0.000","0","0","3243","202691","62.370","61.107","62.677","62.340","0.65","-0.01","0.55","0.70","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3060.00万","500000","5.10%","3.32%","5.75%","7.69%","25.54%"
"79","FUE","ELEMENTS MLCX Biofuels Index-Total Retrun ETN","12.680","+0.281","2.26%","0.00%","20.82%","25.48%","0.000","0.000","0","0","787","9956","12.600","12.399","12.680","12.600","0.39","0.00","0.65","0.65","0.00%","0.000","12.410","0.00%","-2.13%","0","12.41","0.00","0.00","0.000","-0.270","270.00万","200000","6.47%","2.06%","3.05%","32.15%","48.74%"
"80","TZA","Direxion每日小盘股三倍做空ETF","33.980","+0.750","2.26%","-0.09%","15.97%","25.67%","0.000","0.000","0","0","11673738","390481667","33.350","33.230","34.210","32.810","94.91","-0.15","4.21","0.97","0.00%","33.340","34.000","0.33%","0.06%","2848467.823","4981022.606","1.75","0.44","+0.110","+0.020","4.05亿","12300000","14.53%","11.45%","-5.22%","20.84%","3.57%"
"81","SRTY","ProShares三倍做空罗素2000指数ETF","52.830","+1.160","2.25%","-0.08%","15.86%","25.64%","0.000","0.000","0","0","642065","33429906","51.820","51.670","53.110","50.980","17.84","-0.17","4.12","0.71","0.00%","51.730","52.850","0.12%","0.04%","14737.35","57779.052","1.64","0.70","+0.060","+0.020","1.82亿","3600000","14.60%","11.62%","-5.29%","20.20%","2.48%"
"82","IGE","iShares安硕北美自然资源ETF","41.610","+0.900","2.21%","0.00%","21.24%","32.91%","0.000","0.000","0","0","488855","20271670","40.860","40.710","41.713","40.860","1.96","0.01","2.10","0.61","0.00%","40.710","0.000","0.00%","0.00%","773.49","0","0.00","0.00","0.000","0.000","10.04亿","24900000","1.59%","0.27%","5.39%","31.39%","51.90%"
"83","FIEE","FI Enhanced Europe 50 ETN/UBS","192.649","+4.137","2.19%","0.00%","-10.99%","-8.65%","0.000","0.000","0","0","2","382","192.649","188.511","192.649","192.649","0.00","2.19","0.00","2.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1510.00万","100000","1.23%","2.97%","20.38%","-2.13%","8.14%"
"84","KOLD","ProShares两倍做空彭博天然气ETF","12.580","+0.270","2.19%","-0.04%","-68.90%","-79.22%","0.000","0.000","0","0","7206423","90123884","12.230","12.310","12.880","12.110","43.94","-0.08","6.26","0.95","0.00%","12.235","12.510","-0.61%","-0.56%","3457688.794","61164.22","5.77","1.11","-0.075","-0.070","2.30亿","16399999","-20.43%","-24.94%","-46.03%","-70.30%","-93.50%"
"85","IXC","iShares安硕全球能源ETF","37.340","+0.790","2.16%","0.03%","19.99%","35.73%","0.000","0.000","0","0","656284","24383697","36.570","36.550","37.430","36.570","1.04","0.00","2.35","1.06","0.00%","36.590","37.340","0.11%","0.00%","80534.55","1492.12","0.11","0.11","+0.040","0.000","22.81亿","63000000","2.33%","0.65%","5.60%","30.28%","56.41%"
"86","PSCE","景顺S&P小盘能量投资组合","10.430","+0.220","2.15%","-0.19%","29.27%","49.54%","0.000","0.000","0","0","280709","2931607","10.290","10.210","10.510","10.285","1.68","-0.10","2.20","0.48","0.00%","10.520","0.000","3.04%","0.00%","84.16","0","0.00","0.00","+0.310","0.000","1.70亿","16700000","0.77%","1.36%","7.57%","27.03%","66.49%"
"87","FILL","安硕MSCI环球能源生产者ETF","23.340","+0.490","2.14%","-0.21%","16.47%","30.83%","0.000","0.000","0","0","40493","940693","22.950","22.850","23.445","22.950","0.81","0.21","2.17","1.08","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.13亿","5000000","1.52%","0.82%","6.58%","25.32%","53.50%"
"88","SGDM","Sprott金矿公司ETF","33.920","+0.700","2.11%","0.06%","25.58%","23.98%","0.000","0.000","0","0","11386","385163","33.460","33.220","34.000","33.460","0.13","0.06","1.63","0.31","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.98亿","9100000","0.24%","2.29%","2.08%","26.13%","21.03%"
"89","WNDY","GLOBAL X WIND ENERGY ETF","21.560","+0.440","2.08%","0.00%","-0.28%","-7.78%","0.000","0.000","0","0","365","7887","21.560","21.120","21.560","21.560","0.18","0.00","0.00","0.11","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","410.00万","200000","-0.84%","1.45%","-2.97%","-12.59%","0.00%"
"90","JJA","iPath Series B Bloomberg Agriculture Subindex Total Return ETN","27.460","+0.560","2.08%","-0.33%","21.10%","24.00%","0.000","0.000","0","0","9072","248336","27.230","26.900","27.550","27.155","0.91","-0.33","1.47","0.52","0.00%","0.000","27.400","0.00%","-0.22%","0","1096","0.00","0.00","0.000","-0.060","2590.00万","1000000","4.93%","-0.46%","0.35%","31.58%","43.22%"
"91","JJG","iPath彭博谷物分类指数总回报ETN","85.815","+1.740","2.07%","-0.22%","28.55%","29.54%","0.000","0.000","0","0","11978","1026478","84.530","84.075","86.070","84.530","1.71","-0.22","1.83","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5820.01万","700000","6.22%","-0.84%","-1.62%","39.47%","41.14%"
"92","FSZ","First Trust瑞士AlphaDEX基金","65.030","+1.318","2.07%","0.00%","-7.00%","-8.82%","0.000","0.000","0","0","4053","259776","63.540","63.712","65.300","63.420","0.29","0.00","2.95","0.74","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8880.06万","1400000","1.17%","1.10%","7.81%","-5.11%","1.59%"
"93","TUR","iShares安硕MSCI土耳其ETF","22.040","+0.440","2.04%","-0.09%","5.96%","18.62%","0.000","0.000","0","0","263083","5793882","21.710","21.600","22.143","21.710","2.04","0.14","2.01","0.85","0.00%","21.700","22.040","0.46%","0.00%","325.01","329.8","0.51","0.36","+0.100","0.000","2.77亿","12900000","5.20%","10.48%","20.04%","8.27%","-3.96%"
"94","CHIE","中国能源指数ETF-Global X","14.450","+0.287","2.03%","0.07%","17.09%","22.72%","0.000","0.000","0","0","9996","144400","14.280","14.163","14.540","14.280","2.00","0.07","1.84","1.17","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","660.00万","500000","0.07%","4.38%","8.90%","8.52%","58.68%"
"95","CHIM","Global X China Materials ETF","23.340","+0.463","2.02%","0.00%","-4.93%","-1.56%","0.000","0.000","0","0","1979","46231","23.360","22.877","23.360","23.340","0.99","-0.09","0.09","2.63","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","580.00万","200000","1.49%","3.83%","6.02%","-12.29%","-0.14%"
"96","NIB","iPath彭博可可分类指数总回报ETN","29.780","+0.590","2.02%","0.03%","1.26%","2.48%","0.000","0.000","0","0","9981","295637","29.500","29.190","29.850","29.400","1.11","0.27","1.54","0.78","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2629.98万","900000","1.60%","3.22%","0.20%","-3.31%","-1.91%"
"97","USL","美国12月期石油基金有限合伙","37.940","+0.740","1.99%","0.56%","26.30%","35.84%","0.000","0.000","0","0","68192","2555920","37.100","37.200","37.940","36.870","1.75","0.29","2.88","1.64","0.00%","0.000","37.110","0.00%","-2.19%","0","259.77","0.00","0.00","0.000","-0.830","1.42亿","3900000","2.07%","-3.95%","0.80%","29.98%","70.44%"
"98","SGDJ","ALPS Sprott Junior Gold Miners ETF","43.650","+0.810","1.89%","-0.08%","7.57%","6.83%","0.000","0.000","0","0","11965","518883","42.730","42.840","43.685","42.730","0.39","-0.08","2.23","0.63","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.29亿","3100000","-0.73%","-1.47%","-0.37%","6.77%","-1.58%"
"99","TAGS","Teucrium Agricultural Fund","34.250","+0.630","1.87%","0.39%","26.57%","27.13%","0.000","0.000","0","0","45353","1546945","33.880","33.620","34.250","33.870","5.04","-0.03","1.13","1.29","0.00%","0.000","36.000","0.00%","5.11%","0","6936.66","0.00","6.54","0.000","+1.750","2989.98万","900000","6.33%","1.87%","3.07%","30.85%","47.00%"
"100","JJS","iPath DJ-UBS Softs Subindex Total Return ETN","68.310","+1.245","1.86%","0.00%","6.92%","10.19%","0.000","0.000","0","0","36","2458","68.310","67.065","68.310","68.310","0.01","1.86","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2060.01万","300000","2.38%","2.95%","6.60%","15.93%","50.93%"
"101","SOYB","Teucrium Soybean Fund","28.160","+0.510","1.84%","0.14%","18.82%","23.78%","0.000","0.000","0","0","87249","2438710","27.920","27.650","28.190","27.770","3.64","0.18","1.52","1.39","0.00%","27.700","28.180","0.18%","0.07%","27.7","1296.07","0.00","0.11","+0.050","+0.020","6520.08万","2400000","6.42%","0.61%","1.33%","31.47%","32.08%"
"102","FGM","First Trust德国AlphaDEX基金","43.460","+0.778","1.82%","0.00%","-17.97%","-18.75%","0.000","0.000","0","0","1084","46444","42.680","42.682","43.460","42.516","0.16","0.00","2.21","0.38","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3069.99万","700000","-1.29%","-0.62%","3.38%","-21.37%","-21.55%"
"103","LD","iPath DJ-UBS Lead Subindex Total Return ETN","51.303","+0.918","1.82%","0.00%","3.43%","5.42%","0.000","0.000","0","0","10","512","51.303","50.385","51.303","51.303","0.06","1.82","0.00","0.18","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","210.00万","17000","-0.81%","3.44%","5.31%","2.88%","25.64%"
"104","ICAP","INFRACAP EQUITY INCOME FUND ETF","31.110","+0.555","1.82%","0.96%","0.97%","4.32%","0.000","0.000","0","0","15464","475533","30.660","30.555","31.110","30.500","2.21","0.96","2.00","0.87","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1990.03万","700000","-0.15%","0.83%","5.45%","5.45%","5.45%"
"105","FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","36.580","+0.650","1.81%","0.00%","-4.00%","-3.13%","0.000","0.000","0","0","4733","172766","36.390","35.930","36.580","36.390","0.08","0.00","0.53","0.28","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.13亿","6000000","-0.95%","-2.22%","3.37%","-0.47%","3.88%"
"106","PLTM","GraniteShares Platinum Trust","9.650","+0.169","1.78%","0.63%","0.51%","1.86%","0.000","0.000","0","0","80803","773988","9.540","9.481","9.650","9.530","1.42","0.50","1.27","0.97","0.00%","9.570","0.000","0.93%","0.00%","36252.73","0","1.48","0.00","+0.088","0.000","5330.07万","5700000","-0.21%","-2.03%","-7.92%","-5.11%","-16.59%"
"107","TYO","Direxion每日7-10年期国债三倍做空ETF","11.110","+0.190","1.74%","0.00%","24.55%","31.17%","0.000","0.000","0","0","226658","2514834","11.120","10.920","11.150","11.030","5.81","0.05","1.10","1.35","0.00%","11.150","11.200","2.11%","0.81%","1279.7","44.8","1.56","0.00","+0.230","+0.090","4229.94万","3900000","7.24%","5.21%","18.57%","26.83%","20.24%"
"108","GREK","Global X MSCI希腊ETF","27.280","+0.460","1.72%","0.24%","-4.58%","3.14%","0.000","0.000","0","0","20005","546520","27.125","26.820","27.510","27.125","0.42","0.13","1.44","0.52","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.29亿","4800000","0.59%","5.82%","11.80%","-0.74%","-0.53%"
"109","FTAG","第一信托指数环球农业ETF","34.215","+0.575","1.71%","0.00%","10.58%","12.47%","0.000","0.000","0","0","4061","138311","34.070","33.640","34.215","33.870","0.68","0.00","1.03","0.68","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1960.02万","600000","1.64%","-0.14%","8.11%","13.72%","13.46%"
"110","JGLD","AMPLIFY PURE JUNIOR GOLD MINERS ETF","25.690","+0.430","1.70%","0.00%","13.57%","12.92%","0.000","0.000","0","0","7409","190328","25.680","25.260","25.700","25.680","7.41","-0.04","0.08","2.53","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","120.00万","100000","-0.58%","-0.47%","-0.08%","9.90%","1.49%"
"111","RJA","罗杰斯农业指数ETN-ELEMENTS","10.400","+0.170","1.66%","0.10%","14.66%","20.23%","0.000","0.000","0","0","286784","2969983","10.300","10.230","10.400","10.260","1.26","-0.03","1.37","1.34","0.00%","0.000","10.420","0.00%","0.19%","0","530.82","0.00","0.19","0.000","+0.020","2.29亿","22700000","3.38%","0.00%","2.36%","28.24%","45.25%"
"112","CURE","Direxion每日医疗保健3倍做多","147.520","+2.410","1.66%","0.03%","12.42%","1.77%","0.000","0.000","0","0","153321","22561432","145.240","145.110","149.575","144.642","8.07","0.19","3.40","1.63","0.00%","146.450","148.150","0.92%","0.43%","169229.253","16299.15","1.23","1.25","+1.340","+0.630","2.61亿","1900000","10.44%","14.61%","35.59%","38.56%","69.61%"
"113","AADR","AdvisorShares Dorsey Wright ADR ETF","59.400","+0.960","1.64%","0.00%","-8.34%","-7.55%","0.000","0.000","0","0","2327","137871","59.254","58.440","59.400","59.100","0.23","0.00","0.51","0.99","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6060.00万","1000000","-1.62%","-0.62%","8.05%","-9.46%","-5.40%"
"114","GRU","Elements MLCX Grains Index-Total Return ETN","6.200","+0.100","1.64%","-0.72%","28.90%","31.08%","0.000","0.000","0","0","49751","309119","6.010","6.100","6.290","6.010","1.91","-0.72","4.59","1.57","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1560.00万","2600000","8.39%","-0.80%","-0.48%","43.85%","46.34%"
"115","FEM","First Trust新兴市场AlphaDEX基金","25.620","+0.410","1.63%","-0.18%","-5.23%","-1.75%","0.000","0.000","0","0","53182","1364939","25.660","25.210","25.760","25.540","0.34","-0.18","0.87","1.00","0.00%","25.490","0.000","1.11%","0.00%","2624.63","0","1.11","0.00","+0.280","0.000","4.09亿","15800000","-0.54%","1.79%","6.50%","-4.80%","-1.29%"
"116","CCRV","ISHARES COMMODITY CURVE CARRY STRATEGY ETF","28.540","+0.440","1.57%","-0.52%","21.97%","26.96%","0.000","0.000","0","0","6199","176230","28.280","28.100","28.690","28.271","0.44","-0.23","1.49","0.89","0.00%","0.000","28.900","0.00%","1.26%","0","5953.4","0.00","0.00","0.000","+0.360","3920.00万","1400000","2.74%","-0.59%","2.63%","26.45%","52.66%"
"117","CHIU","Global X MSCI China Utilities ETF","16.400","+0.251","1.55%","0.00%","-13.24%","-19.37%","0.000","0.000","0","0","699","11460","16.360","16.150","16.400","16.360","0.70","0.24","0.25","1.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","150.00万","100000","-0.85%","2.98%","0.19%","-12.19%","1.00%"
"118","DBA","Invesco德银农业ETF","22.350","+0.340","1.54%","0.01%","12.82%","13.16%","0.000","0.000","0","0","5542067","123349266","22.120","22.010","22.355","22.120","6.26","0.04","1.07","2.27","0.00%","22.130","22.380","0.55%","0.13%","599443.42","14271787.53","0.86","0.13","+0.120","+0.030","19.41亿","88600000","2.81%","0.45%","2.34%","16.59%","27.79%"
"119","VEGI","Ishares Msci Global Agriculture Producers Fund","48.670","+0.740","1.54%","0.14%","14.79%","19.04%","0.000","0.000","0","0","167688","8144214","48.350","47.930","48.790","48.195","3.57","0.12","1.24","1.38","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.23亿","4700000","1.52%","-0.67%","8.74%","22.15%","21.50%"
"120","GUNR","全球上游自然资源ETF-FlexShares","48.210","+0.730","1.54%","0.08%","15.62%","23.03%","0.000","0.000","0","0","987896","47546309","47.780","47.480","48.315","47.765","0.56","0.08","1.16","0.51","0.00%","47.960","0.000","1.01%","0.00%","20373.8","0","1.92","0.00","+0.480","0.000","83.79亿","178100000","1.28%","0.94%","6.99%","24.90%","34.06%"
"121","BOAT","SONICSHARES GLOBAL SHIPPING ETF","32.220","+0.480","1.51%","0.06%","5.95%","10.74%","0.000","0.000","0","0","6659","214094","31.900","31.740","32.338","31.900","0.74","0.09","1.38","0.14","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2739.96万","900000","-7.76%","-5.78%","-5.56%","24.71%","34.27%"
"122","RINF","ProShares通胀预期ETF","32.947","+0.487","1.50%","0.05%","10.83%","7.99%","0.000","0.000","0","0","13278","434809","32.620","32.460","32.950","32.560","1.02","-0.07","1.20","1.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4249.96万","1300000","2.86%","0.78%","0.12%","9.75%","17.83%"
"123","SDIV","Global X超级红利ETF","11.520","+0.170","1.50%","0.09%","-7.00%","-3.67%","0.000","0.000","0","0","295759","3395348","11.380","11.350","11.535","11.360","0.38","0.09","1.54","0.60","0.00%","11.200","11.640","-1.32%","1.04%","1615.45","1301.09","5.37","1.13","-0.150","+0.120","8.88亿","77100000","-0.61%","2.55%","10.55%","-9.55%","-9.17%"
